,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
34,"Head & Heart (feat. MNEK)","Joel Corry",1827266,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
35,"Party Girl",StaySolidRocky,1821658,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP
36,"How You Like That",BLACKPINK,1803555,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3
37,"Stuck with U (with Justin Bieber)","Ariana Grande",1769702,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
38,"TKN (feat. Travis Scott)",ROSALÍA,1755451,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
39,"GREECE (feat. Drake)","DJ Khaled",1721743,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
40,"Djadja (feat. Maluma) - Remix","Aya Nakamura",1711185,https://open.spotify.com/track/6AzKhCHOms83jvNVLsz0Bt
41,"Go Crazy","Chris Brown",1647550,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
42,"the last great american dynasty","Taylor Swift",1641043,https://open.spotify.com/track/2Eeur20xVqfUoM3Q7EFPFt
43,Supalonely,BENEE,1639855,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
44,"The Box","Roddy Ricch",1623938,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
45,"Before You Go","Lewis Capaldi",1610388,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
46,august,"Taylor Swift",1589571,https://open.spotify.com/track/3hUxzQpSfdDqwM3ZTFQY0K
47,"my tears ricochet","Taylor Swift",1573931,https://open.spotify.com/track/1MgV7FIyNxIG7WzMRJV5HC
48,"Kings & Queens","Ava Max",1561179,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
49,Tusa,"KAROL G",1528283,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
50,"Intentions (feat. Quavo)","Justin Bieber",1507297,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
51,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",1481120,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
52,"Adore You","Harry Styles",1443159,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
53,Circles,"Post Malone",1410706,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
54,Señorita,"Shawn Mendes",1398680,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
55,"Sunday Best",Surfaces,1352754,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
56,"bad guy","Billie Eilish",1351206,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
57,goosebumps,"Travis Scott",1343128,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
58,Hawái,Maluma,1335566,https://open.spotify.com/track/4uoR6qeWeuL4Qeu2qJzkuG
59,mirrorball,"Taylor Swift",1325054,https://open.spotify.com/track/0ZNU020wNYvgW84iljPkPP
60,seven,"Taylor Swift",1320603,https://open.spotify.com/track/6KJqZcs9XDgVck7Lg9QOTC
61,"Nobody's Love","Maroon 5",1314482,https://open.spotify.com/track/3kwgqoBqTwoAH4nT29TYrq
62,"THE SCOTTS","THE SCOTTS",1314060,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
63,"Over Your Head",Future,1298512,https://open.spotify.com/track/0Tcw8w9pvPrZoORgxsNASW
64,"Be Kind (with Halsey)",Marshmello,1297924,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
65,Memories,"Maroon 5",1296318,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
66,"In Your Eyes","The Weeknd",1293900,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
67,"invisible string","Taylor Swift",1283992,https://open.spotify.com/track/6VsvKPJ4xjVNKpI8VVZ3SV
68,"Ay, DiOs Mío!","KAROL G",1283172,https://open.spotify.com/track/7x4ASXYEKfQBCewcZhK776
69,Falling,"Trevor Daniel",1280991,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
70,"Say So","Doja Cat",1256516,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
71,Secrets,Regard,1250577,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg
72,Conversations,"Juice WRLD",1245172,https://open.spotify.com/track/2fZTS0VboxRpF0FdfY7E5P
73,"Hasta Que Dios Diga","Anuel AA",1242099,https://open.spotify.com/track/06s3QtMJVXw1AJX3UfvZG1
74,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1234657,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
75,"Ride It",Regard,1234424,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
76,"this is me trying","Taylor Swift",1204385,https://open.spotify.com/track/7kt9e9LFSpN1zQtYEl19o1
77,"HIGHEST IN THE ROOM","Travis Scott",1203198,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
78,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",Feid,1195956,https://open.spotify.com/track/7lUdbnz7wsv3C9zzf4WHl9
79,"illicit affairs","Taylor Swift",1172240,https://open.spotify.com/track/2NmsngXHeC1GQ9wWrzhOMf
80,"Elegí (feat. Dímelo Flow)","Rauw Alejandro",1169737,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau
81,"everything i wanted","Billie Eilish",1167058,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
82,"Some Say - Felix Jaehn Remix",Nea,1164851,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
83,Azul,"J Balvin",1159346,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
84,Dior,"Pop Smoke",1151369,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
85,"Got It On Me","Pop Smoke",1145159,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1
86,"Stunnin' (feat. Harm Franklin)","Curtis Waters",1143459,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx
87,ROXANNE,"Arizona Zervas",1143250,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
88,"Lucid Dreams","Juice WRLD",1142068,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
89,betty,"Taylor Swift",1141560,https://open.spotify.com/track/5kI4eCXXzyuIUXjQra0Cxi
90,"Mood Swings (feat. Lil Tjay)","Pop Smoke",1135373,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
91,Safaera,"Bad Bunny",1129556,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
92,"SICKO MODE","Travis Scott",1125225,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
93,"Life Is Good (feat. Drake)",Future,1123805,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
94,"Yo Perreo Sola","Bad Bunny",1106081,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
95,"Hate The Other Side (with Marshmello & The Kid Laroi)","Juice WRLD",1099264,https://open.spotify.com/track/66FgjA5ZQJJuypFG1bc8se
96,GOOBA,6ix9ine,1095896,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
97,"Lose Somebody",Kygo,1082460,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
98,Favorito,Camilo,1079757,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q
99,"Rags2Riches (feat. ATR Son Son)","Rod Wave",1077955,https://open.spotify.com/track/1ENdcyhqdylaLsPVgB83qq
100,"Banana (feat. Shaggy) - DJ FLe - Minisiren Remix",Conkarah,1074336,https://open.spotify.com/track/0dZpw3h6KZhcHec61qwevZ
101,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",1064428,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
102,Rojo,"J Balvin",1056506,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
103,"lovely (with Khalid)","Billie Eilish",1053571,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
104,"GO (feat. Juice WRLD)","The Kid LAROI",1050608,https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ
105,"Life's A Mess (feat. Halsey)","Juice WRLD",1040722,https://open.spotify.com/track/4h5N4KyWZMtpeH9vhXSXjd
106,Righteous,"Juice WRLD",1032365,https://open.spotify.com/track/615vw74T1NebV8pKoutm2J
107,"My Oasis (feat. Burna Boy)","Sam Smith",1028751,https://open.spotify.com/track/2KoHxhRyWxJzA0VafWd5Nk
108,"Play Date","Melanie Martinez",1023335,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
109,"Oh Juliana",Niack,1018520,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt
110,"mad woman","Taylor Swift",1016986,https://open.spotify.com/track/2QDyYdZyhlP2fp79KZX8Bi
111,"Tak Tiki Tak","Harry Nach",1016668,https://open.spotify.com/track/7gwwt1IaAWwmB7af0AcuBM
112,Shallow,"Lady Gaga",997017,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
113,"you broke me first","Tate McRae",995934,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
114,"WHATS POPPIN","Jack Harlow",991436,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
115,"Only You Freestyle","Headie One",978092,https://open.spotify.com/track/4OENnoidV0h8gJV6bhrw7r
116,Robbery,"Juice WRLD",977788,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
117,"I Don't Care (with Justin Bieber)","Ed Sheeran",970759,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
118,"CÓMO SE SIENTE - Remix","Jhay Cortez",949374,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC
119,"Chicago Freestyle (feat. Giveon)",Drake,935265,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
120,Alane,"Robin Schulz",928515,https://open.spotify.com/track/2u6Jm2klS4yvAlbSHlxUwI
121,"We Paid (feat. 42 Dugg)","Lil Baby",918362,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp
122,"Desce Pro Play (PA PA PA)","Mc Zaac",915354,https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ
123,Believer,"Imagine Dragons",914651,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
124,epiphany,"Taylor Swift",910903,https://open.spotify.com/track/08fa9LFcFBTcilB3iq2e2A
125,"Are You Bored Yet? (feat. Clairo)",Wallows,904590,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm
126,"Lose Control",MEDUZA,904583,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
127,"Rover (feat. DTG)",S1mba,902862,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf
128,"Move Ya Hips (feat. Nicki Minaj & MadeinTYO)","A$AP Ferg",897576,https://open.spotify.com/track/5esKpsrB3TbGHwFaAjIGMx
129,"Sie ruft","Apache 207",895795,https://open.spotify.com/track/4CyCHkhRsDXUeP5K4Y3xjU
130,Bläulich,"Apache 207",895324,https://open.spotify.com/track/2WRTnY0slmFgWcrmEr8dPj
131,"Godzilla (feat. Juice WRLD)",Eminem,894434,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
132,"After Party","Don Toliver",892243,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
133,"Bohemian Rhapsody - 2011 Mix",Queen,890690,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
134,Physical,"Dua Lipa",886139,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
135,peace,"Taylor Swift",884467,https://open.spotify.com/track/7MbT4I8qGntX4fMdqMQgke
136,"If the World Was Ending - feat. Julia Michaels","JP Saxe",882558,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
137,"RITMO (Bad Boys For Life)","Black Eyed Peas",877103,https://open.spotify.com/track/4NCsrTzgVfsDo8nWyP8PPc
138,"Boss Bitch","Doja Cat",871610,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
139,"Tilidin Weg","Bonez MC",867022,https://open.spotify.com/track/1g3J9W88hTG173ySZR6E9S
140,"What's Love Got to Do with It",Kygo,862288,https://open.spotify.com/track/3Be7CLdHZpyzsVijme39cW
141,Mariposa,"Peach Tree Rascals",858480,https://open.spotify.com/track/4ja2gzrNh9VNigzoXfmbwD
142,"hot girl bummer",blackbear,852670,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
143,"rockstar (feat. 21 Savage)","Post Malone",839597,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
144,"Shape of You","Ed Sheeran",839428,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
145,Falling,"Harry Styles",831895,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
146,"Beautiful People (feat. Khalid)","Ed Sheeran",830141,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
147,"7 rings","Ariana Grande",826131,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
148,"Jolie nana","Aya Nakamura",825836,https://open.spotify.com/track/34FbkFgAbv4ffvhL2XQMVm
149,"DOLLAZ ON MY HEAD (feat. Young Thug)",Gunna,824200,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG
150,Heather,"Conan Gray",816236,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
151,PORFA,Feid,814783,https://open.spotify.com/track/4TOmcZvw0gHa7GiXRbcYAW
152,"when the party's over","Billie Eilish",814166,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
153,"Jocelyn Flores",XXXTENTACION,809931,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
154,"El Mismo Aire - con Pablo Alborán",Camilo,802772,https://open.spotify.com/track/5EbtodsuLbxrFDH6j5avVS
155,hoax,"Taylor Swift",795266,https://open.spotify.com/track/6MWoRt97mnSTXZhu3ggi9C
156,PAM,"Justin Quiles",784939,https://open.spotify.com/track/0eeKDrQxjqNl5bX5VCHDcn
157,SAD!,XXXTENTACION,780917,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
158,"El Efecto","Rauw Alejandro",780256,https://open.spotify.com/track/4SJHHpKhcuXwDsCsPqshXj
159,Perfect,"Ed Sheeran",776965,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
160,"Be Like That - feat. Swae Lee & Khalid","Kane Brown",774460,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ
161,Jangueo,"Alex Rose",768644,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg
162,Unterwegs,"Apache 207",765797,https://open.spotify.com/track/7oJW8vNkosiWuKJtsq3mZs
163,"Narrow Road (feat. Lil Baby)","NLE Choppa",765061,https://open.spotify.com/track/3GZd1aDsgKL71Kt3VIp0hc
164,Happier,Marshmello,764506,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
165,Reggaetonera,"Anuel AA",761095,https://open.spotify.com/track/6yVkakCN460KOVol9ZazjH
166,Singapur,"El Alfa",735926,https://open.spotify.com/track/4QfZYDhGZc0T2RDvGiI69E
167,"Say You Won't Let Go","James Arthur",735032,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
168,"Higher Love",Kygo,733881,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
169,"Electric Love",BØRNS,733425,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ
170,Amarillo,"J Balvin",728405,https://open.spotify.com/track/6zEgnpM0qYmHLDnh8WPejL
171,Patek,Future,725856,https://open.spotify.com/track/76MjtLfZoTNc3BDqUVjuRH
172,Tattoo,"Rauw Alejandro",721363,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
173,"Don't Stop Believin'",Journey,721196,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
174,"Take You Dancing","Jason Derulo",720357,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
175,Morado,"J Balvin",718687,https://open.spotify.com/track/35KmOEIUqAGn02t7n4qaIr
176,"All Girls Are The Same","Juice WRLD",718546,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
177,"Blood On My Jeans","Juice WRLD",703993,https://open.spotify.com/track/3MmCFghNjzZMn3HKqbVizn
178,"Don't Stop Me Now - 2011 Mix",Queen,703941,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
179,"Never Let Me Down",VIZE,702760,https://open.spotify.com/track/5TGcyccg8Hkgn9jB7gUpMN
180,"Something Just Like This","The Chainsmokers",700970,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
181,Africa,TOTO,699665,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
182,"Without Me",Halsey,698578,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
183,"Lion King On Ice","J. Cole",696366,https://open.spotify.com/track/1ZvBVbsaNqHEP6ymXaPGlj
184,Coño,"Jason Derulo",692153,https://open.spotify.com/track/5DV4ZSCqbFv74ui3ZhimXo
185,"Como Llora",Juanfran,690046,https://open.spotify.com/track/52zq2a71SGs3f1vJuv59ui
186,"Ballin' (with Roddy Ricch)",Mustard,689572,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
187,Riptide,"Vance Joy",687934,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
188,"Hola - Remix",Dalex,685306,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
189,"10,000 Hours (with Justin Bieber)","Dan + Shay",685199,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
190,"A Un Passo Dalla Luna","Rocco Hunt",681864,https://open.spotify.com/track/3YNcQUeVOpM3SDmwBeGfMK
191,"Sweet but Psycho","Ava Max",680117,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
192,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)","Ty Dolla $ign",678846,https://open.spotify.com/track/4JB0EAT4BkLShTyTt50FmO
193,"The Less I Know The Better","Tame Impala",678582,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
194,Moonlight,XXXTENTACION,678260,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
195,"All of Me","John Legend",676001,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
196,China,"Anuel AA",675909,https://open.spotify.com/track/0KkIkfsLEJbrcIhYsCL7L5
197,"Wake Me Up",Avicii,675457,https://open.spotify.com/track/3B0irDyS69y5eAz15xV2Ee
198,Anaranjado,"Jowell & Randy",674106,https://open.spotify.com/track/5iw28wvyHgj4ppOu5AdcEU
199,"Investe Em Mim","Jonas Esticado",673144,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7
200,21,"Polo G",668411,https://open.spotify.com/track/3JKgcAa7r07ocVWcV8bS0H
