,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
88,Happier,Marshmello,1055073,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
89,"Alone, Pt. II","Alan Walker",1040587,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
90,"How Do You Sleep?","Sam Smith",1034036,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
91,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,1030012,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
92,"Without Me",Halsey,1021671,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
93,"OUT WEST (feat. Young Thug)",JACKBOYS,1018629,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
94,Believer,"Imagine Dragons",1008159,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
95,VIBEZ,DaBaby,1003435,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
96,Indeciso,Reik,1001285,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14
97,"bury a friend","Billie Eilish",997825,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
98,Quizas,"Rich Music LTD",993345,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe
99,Sucker,"Jonas Brothers",991993,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
100,"Bohemian Rhapsody - 2011 Mix",Queen,987807,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
101,Robbery,"Juice WRLD",979191,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
102,"Forever Yours - Avicii Tribute",Kygo,977055,https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf
103,"HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX","Travis Scott",975341,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn
104,Anyone,"Demi Lovato",972596,https://open.spotify.com/track/18ssFhD04lWo1RzpcohnrG
105,"rockstar (feat. 21 Savage)","Post Malone",965278,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
106,"Never Seen the Rain","Tones And I",964690,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
107,"Yellow Hearts","Ant Saunders",959319,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
108,Wow.,"Post Malone",952974,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
109,"Good as Hell (feat. Ariana Grande) - Remix",Lizzo,946117,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd
110,"Piece Of Your Heart",MEDUZA,945812,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
111,"Money In The Grave (Drake ft. Rick Ross)",Drake,940272,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
112,"Shape of You","Ed Sheeran",935045,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
113,Bruises,"Lewis Capaldi",929581,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
114,"Yo x Ti, Tu x Mi",ROSALÍA,928831,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
115,"Si Te Vas",Sech,922976,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0
116,"Truth Hurts",Lizzo,910839,https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq
117,"ocean eyes","Billie Eilish",902324,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
118,"Soltera - Remix",Lunay,901182,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z
119,July,"Noah Cyrus",900803,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
120,"King Of My City","A Boogie Wit da Hoodie",898255,https://open.spotify.com/track/4GyMIm2BEMoOXjmIvSpfLi
121,FML,"Arizona Zervas",896174,https://open.spotify.com/track/6lruHh1jF7ezgbLv72xYmf
122,"Trampoline (with ZAYN)",SHAED,895412,https://open.spotify.com/track/2ez6qvOTHKeI3ss80NGqnI
123,SAD!,XXXTENTACION,893905,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
124,Tutu,Camilo,892967,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ
125,"Perreo en La Luna","Rich Music LTD",882308,https://open.spotify.com/track/0RDgqtvOHLwcI6yz9bjsZV
126,"me & ur ghost",blackbear,879882,https://open.spotify.com/track/4yJiXq86uM56uIfIZgE440
127,"SICKO MODE","Travis Scott",875173,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
128,"Those Kinda Nights (feat. Ed Sheeran)",Eminem,869387,https://open.spotify.com/track/0VSzREd1OjEWJ9tXoFHRQH
129,"Lights Up","Harry Styles",869241,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
130,"Tudo Ok","Thiaguinho MT",869145,https://open.spotify.com/track/4HUZBG98TYbxSR9V1V2DWS
131,"thank u, next","Ariana Grande",859962,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
132,"all the good girls go to hell","Billie Eilish",856047,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx
133,"Sweet but Psycho","Ava Max",854547,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
134,Infeliz,Arcangel,848902,https://open.spotify.com/track/4z6wo6PJG4Fve45OXK6D9m
135,GOODMORNINGTOKYO!,"TOKYO’S REVENGE",843499,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp
136,"Hate Me (with Juice WRLD)","Ellie Goulding",831104,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
137,"Dancing With A Stranger (with Normani)","Sam Smith",826321,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
138,"Get You The Moon (feat. Snøw)",Kina,825707,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
139,"Con Altura",ROSALÍA,824117,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
140,"Higher Love",Kygo,820140,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
141,SENTADÃO,"PEDRO SAMPAIO",814047,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A
142,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",807834,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
143,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles",807645,https://open.spotify.com/track/1ndyl3wJCFs872XZ3ztPk6
144,"Mon Ami",Samra,807373,https://open.spotify.com/track/1R4xkZXQUQ8QJtAdwHkSgC
145,"Break My Stride","Matthew Wilder",806936,https://open.spotify.com/track/1mCsF9Tw4AkIZOjvZbZZdT
146,"Jocelyn Flores",XXXTENTACION,804322,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
147,"Pa' Olvidarme De Ella","Piso 21",803589,https://open.spotify.com/track/1cVlW9WQiGlFdWUXFdFZGh
148,"Girls Like You (feat. Cardi B)","Maroon 5",801384,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
149,"Con Calma","Daddy Yankee",798159,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
150,"Kein Wort",Juju,797760,https://open.spotify.com/track/1hoLUVBx0ixX3kn0EX0P5n
151,"Eastside (with Halsey & Khalid)","benny blanco",796662,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
152,"Say You Won't Let Go","James Arthur",795265,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
153,"No Guidance (feat. Drake)","Chris Brown",792912,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
154,Perfect,"Ed Sheeran",792452,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
155,Moonlight,XXXTENTACION,791331,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
156,"You Need To Calm Down","Taylor Swift",786859,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
157,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",781124,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5
158,"QUE PRETENDES","J Balvin",780423,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
159,Girl,"Myke Towers",780046,https://open.spotify.com/track/43NqTeL8pgBxKHPMiJKUP5
160,goosebumps,"Travis Scott",775498,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
161,Suge,DaBaby,775070,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
162,"Otro Trago - Remix",Sech,774286,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
163,"wish you were gay","Billie Eilish",771998,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
164,"Better Now","Post Malone",758925,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
165,"High Hopes","Panic! At The Disco",758596,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
166,"Sum 2 Prove","Lil Baby",754809,https://open.spotify.com/track/2u3EyuCqqV31woqGvO9LBz
167,"3 Nights","Dominic Fike",754640,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
168,Panini,"Lil Nas X",745958,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
169,"Turn Me On (feat. Vula)",Riton,744769,https://open.spotify.com/track/0qaWEvPkts34WF68r8Dzx9
170,Mahogany,"Lil Wayne",743551,https://open.spotify.com/track/5f9JYuHSIHjp6rggue13RS
171,"If I Can't Have You","Shawn Mendes",743035,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
172,"Que Calor (with J Balvin & El Alfa)","Major Lazer",742242,https://open.spotify.com/track/1G2CAJeP7rCwOZjlSJ0Zw3
173,Maniac,"Conan Gray",741762,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP
174,"223's (feat. 9lokknine)","YNW Melly",739605,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T
175,EARFQUAKE,"Tyler, The Creator",738153,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
176,Psycho,"Red Velvet",738100,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
177,"Can We Kiss Forever?",Kina,736743,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
178,"i love you","Billie Eilish",732140,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
179,"11 PM",Maluma,726231,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
180,"you should see me in a crown","Billie Eilish",719447,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d
181,"Hot (Remix) [feat. Gunna and Travis Scott]","Young Thug",718713,https://open.spotify.com/track/4ea9w8c4ROqiZpJVhfBA3m
182,Graveyard,Halsey,718125,https://open.spotify.com/track/2ufmtcIFdFpuUYBPXK5f67
183,"Only Human","Jonas Brothers",717593,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
184,Liar,"Camila Cabello",715974,https://open.spotify.com/track/073ILU1C3APNRGF66VhtyA
185,"All of Me","John Legend",715687,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
186,"God's Plan",Drake,715685,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
187,"I Like Me Better",Lauv,714618,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
188,Youngblood,"5 Seconds of Summer",713251,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
189,"Going Bad (feat. Drake)","Meek Mill",710838,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
190,Thunder,"Imagine Dragons",709699,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
191,"Calma - Remix","Pedro Capó",708064,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
192,"One Kiss (with Dua Lipa)","Calvin Harris",706995,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
193,"Talk (feat. Disclosure)",Khalid,706566,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
194,Takeaway,"The Chainsmokers",704231,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
195,Darkness,Eminem,703181,https://open.spotify.com/track/5SiZJoLXp3WOl3J4C8IK0d
196,"MIDDLE CHILD","J. Cole",703000,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
197,Falling,"Harry Styles",698610,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
198,"Let Me Down Slowly","Alec Benjamin",698215,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
199,I.F.L.Y.,Bazzi,696058,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
200,Fantasía,Ozuna,695562,https://open.spotify.com/track/40rXWke6SnXiGkSmaT8ZUr
