,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
50,Safaera,"Bad Bunny",1357711,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
51,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1303999,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
52,"bad guy","Billie Eilish",1298880,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
53,"SICKO MODE","Travis Scott",1296837,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
54,"WHATS POPPIN","Jack Harlow",1285761,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
55,"Life Is Good (feat. Drake)",Future,1283729,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
56,"After Party","Don Toliver",1264561,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
57,ROXANNE,"Arizona Zervas",1261401,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
58,"Chicago Freestyle (feat. Giveon)",Drake,1258487,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
59,"Sour Candy (with BLACKPINK)","Lady Gaga",1240819,https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u
60,"Elegí (feat. Dímelo Flow)","Rauw Alejandro",1204626,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau
61,"Ride It",Regard,1173751,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
62,Rojo,"J Balvin",1153340,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
63,"We Paid (feat. 42 Dugg)","Lil Baby",1151884,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp
64,"Lucid Dreams","Juice WRLD",1151321,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
65,"If the World Was Ending - feat. Julia Michaels","JP Saxe",1126274,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
66,Azul,"J Balvin",1119601,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
67,"Banana (feat. Shaggy) - DJ FLe - Minisiren Remix",Conkarah,1110819,https://open.spotify.com/track/0dZpw3h6KZhcHec61qwevZ
68,"GO (feat. Juice WRLD)","The Kid LAROI",1100444,https://open.spotify.com/track/2t7D3y0jvYjR8IP9Bosyew
69,"everything i wanted","Billie Eilish",1094668,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
70,PORFA,Feid,1092142,https://open.spotify.com/track/4TOmcZvw0gHa7GiXRbcYAW
71,Secrets,Regard,1091630,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg
72,"Boss Bitch","Doja Cat",1089887,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
73,"lovely (with Khalid)","Billie Eilish",1084025,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
74,Favorito,Camilo,1074067,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q
75,"Tak Tiki Tak","Harry Nach",1061979,https://open.spotify.com/track/6Hw21Z5CmEV78jrncFpMwz
76,"Godzilla (feat. Juice WRLD)",Eminem,1060483,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
77,"Rover (feat. DTG)",S1mba,1054068,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf
78,"TROLLZ (with Nicki Minaj)",6ix9ine,1044979,https://open.spotify.com/track/3dVvWnj4D8JGkKvo6Hucso
79,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",1025024,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
80,"I Don't Care (with Justin Bieber)","Ed Sheeran",1018680,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
81,"The Bigger Picture","Lil Baby",1013822,https://open.spotify.com/track/44gRhRi2OhEf7moAUj6MD1
82,Shallow,"Lady Gaga",1009940,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
83,Physical,"Dua Lipa",991225,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
84,"Go Crazy","Chris Brown",985377,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
85,"Some Say - Felix Jaehn Remix",Nea,983276,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
86,"Stunnin' (feat. Harm Franklin)","Curtis Waters",975894,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx
87,"hot girl bummer",blackbear,970096,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
88,"Lose Control",MEDUZA,958986,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
89,"La Curiosidad","Jay Wheeler",954833,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
90,"CÓMO SE SIENTE - Remix","Jhay Cortez",944947,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC
91,Believer,"Imagine Dragons",937987,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
92,"Jocelyn Flores",XXXTENTACION,892158,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
93,"RITMO (Bad Boys For Life)","Black Eyed Peas",891164,https://open.spotify.com/track/4NCsrTzgVfsDo8nWyP8PPc
94,Tattoo,"Rauw Alejandro",887395,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
95,Reggaetonera,"Anuel AA",882236,https://open.spotify.com/track/6yVkakCN460KOVol9ZazjH
96,Savage,"Megan Thee Stallion",881263,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
97,"rockstar (feat. 21 Savage)","Post Malone",873140,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
98,China,"Anuel AA",871320,https://open.spotify.com/track/0KkIkfsLEJbrcIhYsCL7L5
99,"Djadja (feat. Maluma) - Remix","Aya Nakamura",867802,https://open.spotify.com/track/6AzKhCHOms83jvNVLsz0Bt
100,"Beautiful People (feat. Khalid)","Ed Sheeran",864565,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
101,Righteous,"Juice WRLD",863401,https://open.spotify.com/track/0OyQns5ayNK2OVaES0Vb8t
102,SAD!,XXXTENTACION,860799,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
103,Amarillo,"J Balvin",860148,https://open.spotify.com/track/6zEgnpM0qYmHLDnh8WPejL
104,"7 rings","Ariana Grande",859717,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
105,Skechers,DripReport,853569,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
106,Robbery,"Juice WRLD",848888,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
107,"Tommy Lee (feat. Post Malone)","Tyla Yaweh",847207,https://open.spotify.com/track/5QZKcQDp0tCcvMdyqEciBV
108,"This City","Sam Fischer",838738,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
109,"when the party's over","Billie Eilish",818751,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
110,"Shape of You","Ed Sheeran",815679,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
111,Falling,"Harry Styles",813296,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
112,Happier,Marshmello,807446,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
113,"Say You Won't Let Go","James Arthur",802215,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
114,"La Difícil","Bad Bunny",801621,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
115,"Ballin' (with Roddy Ricch)",Mustard,800508,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
116,"Deep End Freestyle","Sleepy Hallow",799523,https://open.spotify.com/track/2AlYncTpVHKwHb55F9lF6O
117,"Flex (feat. Juice WRLD)","Polo G",788256,https://open.spotify.com/track/2QqJTIlGKRLJC3onkavYEz
118,Dior,"Pop Smoke",784998,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
119,"Bohemian Rhapsody - 2011 Mix",Queen,781799,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
120,Perfect,"Ed Sheeran",781403,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
121,PAM,"Justin Quiles",780378,https://open.spotify.com/track/0eeKDrQxjqNl5bX5VCHDcn
122,"El Efecto","Rauw Alejandro",779438,https://open.spotify.com/track/4SJHHpKhcuXwDsCsPqshXj
123,"Desce Pro Play (PA PA PA)","Mc Zaac",778820,https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ
124,"10,000 Hours (with Justin Bieber)","Dan + Shay",775267,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
125,"OUT WEST (feat. Young Thug)",JACKBOYS,774849,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
126,Ransom,"Lil Tecca",774706,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
127,Morado,"J Balvin",772874,https://open.spotify.com/track/35KmOEIUqAGn02t7n4qaIr
128,Ignorantes,"Bad Bunny",757721,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
129,Mariposa,"Peach Tree Rascals",754864,https://open.spotify.com/track/4ja2gzrNh9VNigzoXfmbwD
130,"DOLLAZ ON MY HEAD (feat. Young Thug)",Gunna,742695,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG
131,"Without Me",Halsey,740163,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
132,"Are You Bored Yet? (feat. Clairo)",Wallows,735835,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm
133,"High Fashion (feat. Mustard)","Roddy Ricch",730308,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
134,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",723861,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
135,Jangueo,"Anuel AA",723122,https://open.spotify.com/track/7KKh0ujp8agIiCrkiJhf81
136,XXL,"Miksu / Macloud",721985,https://open.spotify.com/track/0p3euGPg5LgFeQGC7bBFuR
137,"Past Life (with Selena Gomez)","Trevor Daniel",718550,https://open.spotify.com/track/4P6IttK2PRBjyr3fm0pP7t
138,"Stay Gold",BTS,715494,https://open.spotify.com/track/0UwQTbq7ZtBJ7v530mpaxP
139,"Like That (feat. Gucci Mane)","Doja Cat",713492,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s
140,Yummy,"Justin Bieber",713302,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
141,Diosa,"Myke Towers",710318,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
142,"Prospect (ft. Lil Baby)","iann dior",708921,https://open.spotify.com/track/4iHSE5R1U8jf84tRn52xRt
143,"Old Town Road - Remix","Lil Nas X",708386,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
144,Moonlight,XXXTENTACION,708063,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
145,Youngblood,"5 Seconds of Summer",704887,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
146,Bruises,"Lewis Capaldi",702462,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
147,"Goodbyes (feat. Young Thug)","Post Malone",700084,https://open.spotify.com/track/0t3ZvGKlmYmVsDzBJAXK8C
148,"All of Me","John Legend",698869,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
149,"BLACK PARADE",Beyoncé,696822,https://open.spotify.com/track/2qzUpSVI4NnPyWxbXwumTj
150,"It's You","Ali Gatie",696522,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
151,Lalala,Y2K,695742,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
152,Jangueo,"Alex Rose",694035,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg
153,Salt,"Ava Max",693866,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
154,"The Less I Know The Better","Tame Impala",687549,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
155,BOP,DaBaby,686307,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
156,Daisies,"Katy Perry",685564,https://open.spotify.com/track/4uqh9bualXNHXXwO2wPorc
157,"Sweet but Psycho","Ava Max",683059,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
158,21,"Polo G",678101,https://open.spotify.com/track/3JKgcAa7r07ocVWcV8bS0H
159,Wow.,"Post Malone",677233,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
160,"Get You The Moon (feat. Snøw)",Kina,676619,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
161,"Si Veo a Tu Mamá","Bad Bunny",671824,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
162,"All Girls Are The Same","Juice WRLD",670691,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
163,Narcos,"Anuel AA",668350,https://open.spotify.com/track/7mcdgAXmb35dakBnfDIv3q
164,"MORE & MORE",TWICE,666126,https://open.spotify.com/track/2bAAj29XGc4h1G4oEGYCmg
165,"Something Just Like This","The Chainsmokers",666010,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
166,"Be Alright","Dean Lewis",660476,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
167,Myron,"Lil Uzi Vert",660091,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ
168,Sucker,"Jonas Brothers",658563,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
169,"Higher Love",Kygo,656882,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
170,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",Feid,654764,https://open.spotify.com/track/7lUdbnz7wsv3C9zzf4WHl9
171,July,"Noah Cyrus",654343,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB
172,"Hola - Remix",Dalex,654264,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
173,"LA CANCIÓN","J Balvin",653692,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
174,"Better Now","Post Malone",653014,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
175,Closer,"The Chainsmokers",648998,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
176,"thank u, next","Ariana Grande",644874,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
177,"I Like Me Better",Lauv,644590,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
178,"Emotionally Scarred","Lil Baby",643071,https://open.spotify.com/track/7ge7BHazYbVKi8qyZUX1Bm
179,"Money In The Grave (Drake ft. Rick Ross)",Drake,642319,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
180,"High Hopes","Panic! At The Disco",640760,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
181,Thunder,"Imagine Dragons",640438,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
182,"Sigues Con El","Dímelo Flow",640111,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
183,"No Me Conoce - Remix","Jhay Cortez",636505,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
184,Riptide,"Vance Joy",635231,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
185,"Let Her Go",Passenger,634712,https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h
186,"Dancing With A Stranger (with Normani)","Sam Smith",634362,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
187,"Know Your Worth",Khalid,633439,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
188,"El Efecto - Remix","Rauw Alejandro",632759,https://open.spotify.com/track/74j34STf8L6uADnTN69ohv
189,"Lose You To Love Me","Selena Gomez",631683,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
190,"I'm Yours","Jason Mraz",631581,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
191,"Lights Up","Harry Styles",629678,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
192,"No Idea","Don Toliver",629637,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
193,"IDK You Yet","Alexander 23",627251,https://open.spotify.com/track/47EWMOElkkbMp5m9SBkx7d
194,"Wake Me Up",Avicii,624545,https://open.spotify.com/track/3B0irDyS69y5eAz15xV2Ee
195,"Fútbol & Rumba (feat. Enrique Iglesias)","Anuel AA",623953,https://open.spotify.com/track/2hDe0Ls5mVqs1XJqv7sbcM
196,Surrender,"Natalie Taylor",622859,https://open.spotify.com/track/0ecC8p17cDNlxHXkuYqeR6
197,"Wait a Minute!",WILLOW,622681,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh
198,"Mr. Brightside","The Killers",620472,https://open.spotify.com/track/7d8GetOsjbxYnlo6Y9e5Kw
199,"Girls Like You (feat. Cardi B)","Maroon 5",620227,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
200,changes,XXXTENTACION,619984,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
