,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
46,"Rain On Me (with Ariana Grande)","Lady Gaga",1516655,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
47,"Go Crazy","Chris Brown",1505285,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
48,"Mi Cuarto","Jerry Di",1474163,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ
49,"Mad at Disney","salem ilese",1448904,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
50,"Stuck with U (with Justin Bieber)","Ariana Grande",1391049,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
51,"Blueberry Faygo","Lil Mosey",1344710,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
52,Circles,"Post Malone",1318178,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
53,"Kings & Queens","Ava Max",1313491,https://open.spotify.com/track/1InCpEliLCkWHOBdXW7XSx
54,"Dreams - 2004 Remaster","Fleetwood Mac",1308489,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
55,"How You Like That",BLACKPINK,1297586,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3
56,"Me Gusta (with Cardi B & Myke Towers)",Anitta,1297469,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE
57,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,1292569,https://open.spotify.com/track/1pqnQ41XbfKjaFu6M0eGJp
58,"Adore You","Harry Styles",1263180,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
59,"ily (i love you baby) (feat. Emilee)","Surf Mesa",1256895,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
60,"Break My Heart","Dua Lipa",1251405,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
61,"GREECE (feat. Drake)","DJ Khaled",1242979,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
62,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",1234812,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
63,Memories,"Maroon 5",1229615,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
64,goosebumps,"Travis Scott",1218887,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
65,Señorita,"Shawn Mendes",1216344,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
66,"The Box","Roddy Ricch",1200432,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
67,Better,ZAYN,1182394,https://open.spotify.com/track/1dLXLETYiZohIZWnse4ypG
68,Diamonds,"Sam Smith",1178463,https://open.spotify.com/track/5hvwx5i67IwnCkjl9VHkNv
69,"Smile (with The Weeknd)","Juice WRLD",1160345,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF
70,"Djadja (feat. Maluma) - Remix","Aya Nakamura",1159924,https://open.spotify.com/track/13vDU8nPsvTGEVTMB8Vw7g
71,"Intentions (feat. Quavo)","Justin Bieber",1157630,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
72,Jeans,"Justin Quiles",1155346,https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW
73,"Lucid Dreams","Juice WRLD",1154373,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
74,"forget me too (feat. Halsey)","Machine Gun Kelly",1130613,https://open.spotify.com/track/1VSuFS7PahCN3SWbOcQ98m
75,"Toosie Slide",Drake,1114456,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
76,Robbery,"Juice WRLD",1112476,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
77,"Still Don't Know My Name",Labrinth,1109497,https://open.spotify.com/track/6N22FZs2ZhPBYi3b9XPajV
78,"Heart Of Glass (Live from the iHeart Festival)","Miley Cyrus",1105471,https://open.spotify.com/track/5i7ThJfYLAzp2DyZuFpF6j
79,"HIGHEST IN THE ROOM","Travis Scott",1104938,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
80,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1096093,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
81,Falling,"Trevor Daniel",1085469,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
82,"lovely (with Khalid)","Billie Eilish",1062692,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
83,"Ayer Me Llamó Mi Ex (feat. Lenny Santos)",KHEA,1062156,https://open.spotify.com/track/6C6mUonH6MNdSg5pw7kOc9
84,"You Got It",Vedo,1061861,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
85,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)","Super Yei",1056820,https://open.spotify.com/track/5DoLhdU27owX1NMrKLUbUl
86,Shallow,"Lady Gaga",1055181,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
87,"bad guy","Billie Eilish",1052969,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
88,"Una Locura",Ozuna,1052929,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
89,Tusa,"KAROL G",1048037,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
90,"Electric Love",BØRNS,1046890,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ
91,"Mamichula - con Nicki Nicole",Trueno,1039581,https://open.spotify.com/track/4pXW6ZAHBz7ODXTRKklWrM
92,"SICKO MODE","Travis Scott",1026291,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
93,"If the World Was Ending - feat. Julia Michaels","JP Saxe",1017289,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
94,Dior,"Pop Smoke",1008508,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
95,"Party Girl",StaySolidRocky,1001339,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP
96,"Your Man",Joji,988600,https://open.spotify.com/track/6Vgtvd7I5yopJdBuxqjBd2
97,Favorito,Camilo,986093,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q
98,"Jerusalema (feat. Nomcebo Zikode)","Master KG",985945,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
99,"Parce (feat. Justin Quiles)",Maluma,982027,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ
100,"Tick Tock (feat. 24kGoldn)","Clean Bandit",977155,https://open.spotify.com/track/27u7t9d7ZQoyjsCROHuZJ3
101,"Life Is Good (feat. Drake)",Future,973192,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
102,Daisy,Ashnikko,964815,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk
103,Falling,"Harry Styles",957984,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
104,MAMACITA,"Black Eyed Peas",956829,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3
105,"Wolves (feat. Post Malone)","Big Sean",952150,https://open.spotify.com/track/33gwZOGJWEZ7dRWPqPxBEZ
106,"Ride It",Regard,949139,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
107,Believer,"Imagine Dragons",937737,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
108,"Be Kind (with Halsey)",Marshmello,937449,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
109,"In Your Eyes","The Weeknd",925356,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
110,"Don Don","Daddy Yankee",923463,https://open.spotify.com/track/3kml9ZdpT7UYk1ugkjqOzt
111,"Say You Won't Let Go","James Arthur",917104,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
112,Relación,Sech,912660,https://open.spotify.com/track/3ZG8N7aWw2meb6UrI5ZmnZ
113,ROXANNE,"Arizona Zervas",910737,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
114,"Hasta Que Dios Diga","Anuel AA",907643,https://open.spotify.com/track/06s3QtMJVXw1AJX3UfvZG1
115,"OK Not To Be OK",Marshmello,901907,https://open.spotify.com/track/0zzVTGyRrWpQu8Fr28NRAv
116,"Be Like That - feat. Swae Lee & Khalid","Kane Brown",897654,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ
117,"Caramelo - Remix",Ozuna,892861,https://open.spotify.com/track/67jvGGbJmOmVonlyX3mNkV
118,"Stunnin' (feat. Harm Franklin)","Curtis Waters",887280,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx
119,"everything i wanted","Billie Eilish",885959,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
120,cardigan,"Taylor Swift",879797,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd
121,Azul,"J Balvin",878739,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
122,"Martin & Gina","Polo G",878580,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
123,"Gimme Love",Joji,873496,https://open.spotify.com/track/5jSBnH9NyaNP5zdSB3pwgu
124,"Hello (feat. A Boogie Wit da Hoodie)","Pop Smoke",872124,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi
125,"Say So","Doja Cat",859482,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
126,"Got It On Me","Pop Smoke",857149,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1
127,"Sweater Weather","The Neighbourhood",850948,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
128,"I Don't Care (with Justin Bieber)","Ed Sheeran",849763,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
129,"Jocelyn Flores",XXXTENTACION,849466,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
130,"El Mismo Aire - con Pablo Alborán",Camilo,842839,https://open.spotify.com/track/5EbtodsuLbxrFDH6j5avVS
131,"TKN (feat. Travis Scott)",ROSALÍA,834110,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
132,Madrid,Maluma,833978,https://open.spotify.com/track/19OXtYzrJyCrQvTbfukt4H
133,Perfect,"Ed Sheeran",832239,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
134,"Sunday Best",Surfaces,829344,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
135,"THE SCOTTS","THE SCOTTS",829058,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
136,"7 rings","Ariana Grande",822432,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
137,"Quiéreme Mientras Se Pueda","Manuel Turizo",814588,https://open.spotify.com/track/34LI7rwi9H8w2S5KTHnv1M
138,Supalonely,BENEE,814416,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
139,"Play Date","Melanie Martinez",813667,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
140,"Someone To You",BANNERS,812375,https://open.spotify.com/track/2f0pn9DkEJwAzXApnFh5cr
141,"DOLLAZ ON MY HEAD (feat. Young Thug)",Gunna,811627,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG
142,"All of Me","John Legend",810184,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
143,"Lets Link",WhoHeem,805887,https://open.spotify.com/track/6fMzgFFGzWCwiHMzDzNpp5
144,"Bande organisée",Kofs,801675,https://open.spotify.com/track/205HNJ73cgpC0LAOnuQiWT
145,"All Girls Are The Same","Juice WRLD",794751,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
146,"bloody valentine","Machine Gun Kelly",794653,https://open.spotify.com/track/6mADjHs6FXdroPzEGW6KVJ
147,"my future","Billie Eilish",793600,https://open.spotify.com/track/2ygvZOXrIeVL4xZmAWJT2C
148,"Shape of You","Ed Sheeran",792742,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
149,Daylight,Joji,788574,https://open.spotify.com/track/6Ed1q0X8oSKSm4IIhiQbYg
150,"Godzilla (feat. Juice WRLD)",Eminem,787042,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
151,"feel something","Bea Miller",785481,https://open.spotify.com/track/7JDWhC422Gtk1Bq0mL3OTC
152,Rojo,"J Balvin",779579,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
153,"After Party","Don Toliver",778193,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
154,"Yo Perreo Sola","Bad Bunny",773206,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
155,"Are You Bored Yet? (feat. Clairo)",Wallows,772587,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm
156,"Beautiful People (feat. Khalid)","Ed Sheeran",770439,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
157,SAD!,XXXTENTACION,770002,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
158,"Be Alright","Dean Lewis",768172,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
159,"hot girl bummer",blackbear,766732,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9
160,"rockstar (feat. 21 Savage)","Post Malone",764506,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
161,"when the party's over","Billie Eilish",759043,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
162,"Elegí (feat. Dímelo Flow)","Rauw Alejandro",756959,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau
163,Safaera,"Bad Bunny",755641,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
164,"Bohemian Rhapsody - 2011 Mix",Queen,755640,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
165,"Without Me",Halsey,754218,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
166,"Tap In",Saweetie,740469,https://open.spotify.com/track/4Hpib09wXgD84w4uwTPnYD
167,Epidemic,"Polo G",740273,https://open.spotify.com/track/170DNUSnQRp1tGpppF26pA
168,"Lose Somebody",Kygo,732408,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
169,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,731209,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
170,"Lose Control",MEDUZA,727569,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
171,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",Feid,726325,https://open.spotify.com/track/7lUdbnz7wsv3C9zzf4WHl9
172,"10,000 Hours (with Justin Bieber)","Dan + Shay",723776,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
173,Happier,Marshmello,721585,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
174,"SLOW DANCING IN THE DARK",Joji,720515,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
175,"24 (feat. Lil Baby)","Money Man",713652,https://open.spotify.com/track/0xUvi7wldroBzaZCengPa5
176,"Star Shopping","Lil Peep",713303,https://open.spotify.com/track/30bqVoKjX479ab90a8Pafp
177,"Boy With Luv (feat. Halsey)",BTS,711115,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
178,"Take Me To Church",Hozier,710706,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
179,"The Less I Know The Better","Tame Impala",710460,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
180,"Get You The Moon (feat. Snøw)",Kina,708060,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
181,Ew,Joji,705597,https://open.spotify.com/track/3Nc86B5XmDlG1KuEeSLD8x
182,Photograph,"Ed Sheeran",701723,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
183,"No Guidance (feat. Drake)","Chris Brown",700870,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
184,"Hate The Other Side (with Marshmello & The Kid Laroi)","Juice WRLD",700840,https://open.spotify.com/track/0ada5XsQGLPUVbmTCkAP49
185,+Linda,Dalex,700671,https://open.spotify.com/track/5cBrOhKDyiJF9bPGUHKkG0
186,"Let Her Go",Passenger,698661,https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h
187,"Thinking out Loud","Ed Sheeran",697397,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
188,"Oh Juliana",Niack,696894,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt
189,"WHATS POPPIN","Jack Harlow",695730,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
190,"Daddy Issues","The Neighbourhood",695700,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
191,"CÓMO SE SIENTE - Remix","Jhay Cortez",690169,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC
192,"Over Now (with The Weeknd)","Calvin Harris",687932,https://open.spotify.com/track/58AGoOGbwsQMhBbH0eFLRR
193,"It's You","Ali Gatie",687673,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
194,"Something Just Like This","The Chainsmokers",684795,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
195,Sofia,Clairo,682716,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM
196,"Money Trees","Kendrick Lamar",680809,https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4
197,"Tak Tiki Tak","Harry Nach",679525,https://open.spotify.com/track/7gwwt1IaAWwmB7af0AcuBM
198,July,"Noah Cyrus",667052,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB
199,Bruises,"Lewis Capaldi",666575,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
200,"exile (feat. Bon Iver)","Taylor Swift",665377,https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y
